content_id,queue_score,model_score,action_label,reason_code,days_since_last_update,impressions_90d,avg_position,ctr,engagement_rate,is_down
content_54baba704595,8.446801615660814,0.7170440107567945,REVIEW_REFRESH,STALE_VISIBLE,104,130617,47.0,0.01,1.42,1
content_548238274473,8.40122159119389,0.7711108271792071,REVIEW_TITLE_META,LOW_CTR_OPPORTUNITY,20,53903,40.3,0.02,9.09,1
content_32cfb0b2fccf,8.379628734192321,0.7350260853949315,REVIEW_REFRESH,STALE_VISIBLE,104,89361,38.5,0.01,1.5,1
content_5096a9d25fe5,8.24345731818737,0.7630841728741373,REVIEW_REFRESH,STALE_VISIBLE,104,49158,46.6,0.01,0.0,1
content_1d58cdcf8bca,8.1734287362197,0.7575887018484367,NO_ACTION,FRESH_LOW_RISK,20,48471,37.6,0.06,2.86,1
content_15bbc0978284,8.166161000040395,0.7037129621271777,REVIEW_REFRESH,STALE_VISIBLE,104,109577,34.4,0.04,0.81,1
content_8b36799b7e44,8.142587529905603,0.6865961477768627,REVIEW_REFRESH,STALE_VISIBLE,104,141400,32.0,0.02,2.17,1
content_db0bf34f871c,8.140746606902486,0.8125813378406628,NO_ACTION,FRESH_LOW_RISK,20,22434,40.5,0.04,0.0,1
content_20e876d26019,8.116523251718267,0.7377808275281369,REVIEW_TITLE_META,LOW_CTR_OPPORTUNITY,20,59949,27.3,0.02,0.0,1
content_2d6dd9c9b23f,8.106984329187412,0.7916207707303742,NO_ACTION,FRESH_LOW_RISK,20,28028,48.4,0.05,0.0,1
content_d99b7a2d90ca,8.088089790777254,0.820327367066943,NO_ACTION,FRESH_LOW_RISK,14,19140,44.0,0.13,0.0,1
content_60e8eba31e41,8.08523032166656,0.7918920392222699,NO_ACTION,FRESH_LOW_RISK,20,27173,37.3,0.04,0.0,1
content_551fe371f51b,8.079970902044316,0.6929926409759039,NO_ACTION,FRESH_LOW_RISK,20,115789,23.8,0.04,4.17,1
content_124763d39ca5,8.03836275988632,0.6827341895145572,REVIEW_REFRESH,STALE_VISIBLE,104,129803,33.2,0.01,8.05,1
content_9a29e017706f,8.02969715412634,0.7193154345975159,REVIEW_REFRESH,STALE_VISIBLE,104,70471,40.8,0.02,0.29,1
content_64f14eaed432,7.985588713032776,0.7885139280939035,NO_ACTION,FRESH_LOW_RISK,20,25018,37.3,0.03,0.0,1
content_8d3971bfd976,7.98167694922679,0.693931105418691,NO_ACTION,FRESH_LOW_RISK,20,98924,21.8,0.03,0.0,1
content_41b9311ed497,7.965696755272217,0.7181221886629934,NO_ACTION,FRESH_LOW_RISK,20,65669,35.1,0.1,3.8,1
content_22a9bff23e33,7.963762591901297,0.7925088726592656,NO_ACTION,FRESH_LOW_RISK,20,23127,40.2,0.12,0.0,1
content_94058fab0b5b,7.944297566670335,0.7281249532732126,REVIEW_REFRESH,STALE_VISIBLE,104,54754,38.4,0.01,0.0,1
content_cb3c920a1bfd,7.9328673005901775,0.7562497558644564,NO_ACTION,FRESH_LOW_RISK,20,35944,36.0,0.09,0.0,1
content_c8e9d6ab9013,7.932033806256385,0.6475894869094163,REVIEW_REFRESH,STALE_VISIBLE_STRIKING,104,208678,9.7,0.0,0.0,1
content_7d1dcfd354f5,7.9239288525133205,0.7756921476327275,NO_ACTION,FRESH_LOW_RISK,20,27317,36.4,0.07,0.0,1
content_e69f14f8ceef,7.904861603776926,0.7558421938671185,REVIEW_TITLE_META,LOW_CTR_OPPORTUNITY,20,34833,32.2,0.02,0.0,1
content_21963a7d58d2,7.876669789161758,0.7189467121779827,NO_ACTION,FRESH_LOW_RISK,20,57287,27.0,0.04,3.39,1
content_ab17bac1b626,7.829049586302147,0.7713797969398528,NO_ACTION,FRESH_LOW_RISK,20,25575,37.9,0.09,0.0,1
content_9e0abcad7411,7.828347184732099,0.7067510708861797,REVIEW_REFRESH,STALE_VISIBLE,104,64635,36.0,0.03,1.29,1
content_9e8fabe8715d,7.815985468923186,0.7994614857672647,NO_ACTION,FRESH_LOW_RISK,20,17615,41.7,0.03,4.17,1
content_f99c7d95b7d0,7.809097908538513,0.7465831267875082,NO_ACTION,FRESH_LOW_RISK,20,34883,29.8,0.04,0.0,1
content_2cb8b923f6d8,7.808065094920107,0.7466626383821403,NO_ACTION,FRESH_LOW_RISK,20,34796,36.0,0.05,9.09,1
content_a3299043fb71,7.797047185670298,0.718565533901827,REVIEW_REFRESH,STALE_VISIBLE,104,51577,38.0,0.03,0.82,1
content_e752a4e03dd3,7.795674104708333,0.6616520512397015,REVIEW_REFRESH,STALE_VISIBLE,104,130892,23.9,0.01,1.32,1
content_5e6c160719bc,7.757056051082253,0.7464952172486952,NO_ACTION,FRESH_LOW_RISK,20,32574,46.0,0.09,5.88,1
content_fe4b3bf89a95,7.728111462533087,0.7565855032649967,REVIEW_TITLE_META,LOW_CTR_OPPORTUNITY,20,27294,34.5,0.01,0.0,1
content_7468618ed04d,7.721719999233182,0.7875915017164321,REVIEW_TITLE_META,LOW_CTR_OPPORTUNITY,20,18109,42.1,0.01,0.0,1
content_46ec277dd3f9,7.7170634557353575,0.7774609067044832,NO_ACTION,FRESH_LOW_RISK,20,20454,37.5,0.04,0.0,1
content_d9c30b1d8907,7.693101867023199,0.7834682098750574,NO_ACTION,FRESH_LOW_RISK,20,18384,38.6,0.03,0.0,1
content_bdeaad97cee5,7.670552438188079,0.7724145479308925,NO_ACTION,FRESH_LOW_RISK,20,20549,37.3,0.07,0.0,1
content_f9d82e71e363,7.65481627799959,0.7581559158035371,REVIEW_REFRESH,STALE_VISIBLE,104,24260,2.0,0.08,0.0,1
content_2cfb8ba7f69a,7.639216262637556,0.7317208849053888,NO_ACTION,FRESH_LOW_RISK,20,34202,30.2,0.03,5.0,1
content_88aa778b4b07,7.632177283578274,0.7486553320673092,REVIEW_TITLE_META,LOW_CTR_OPPORTUNITY,20,26755,31.4,0.01,0.0,1
content_f8de7d4cee60,7.619713034900547,0.6680803121247111,REVIEW_REFRESH,STALE_VISIBLE,104,89803,30.8,0.02,3.45,1
content_c851b37901de,7.577328069222788,0.7890980674132362,NO_ACTION,FRESH_LOW_RISK,14,14801,41.5,0.05,3.85,1
content_6923971918f3,7.562603840171745,0.737854577563053,REVIEW_REFRESH,STALE_VISIBLE,104,28266,47.5,0.02,0.0,1
content_991210e426c4,7.518261644159069,0.745890263472583,NO_ACTION,FRESH_LOW_RISK,20,23850,37.3,0.08,4.55,1
content_79bb47608e63,7.495037354380083,0.7760519563153835,REVIEW_REFRESH,STALE_VISIBLE,104,15644,44.6,0.03,6.06,1
content_1e1df0405fd7,7.480049113730019,0.7461266069705804,REVIEW_TITLE_META,LOW_CTR_OPPORTUNITY,20,22587,37.1,0.02,11.11,1
content_b5c4224767fc,7.474291975615794,0.7369848878939423,NO_ACTION,FRESH_LOW_RISK,20,25379,34.3,0.05,5.88,1
content_a08172d71a79,7.471181831946063,0.7877712048700883,NO_ACTION,FRESH_LOW_RISK,20,13146,42.5,0.05,0.0,1
content_ff67adc622e5,7.462913886465687,0.6678573440133065,REVIEW_REFRESH,STALE_VISIBLE,104,71282,33.6,0.05,0.5,1
content_0e70a832cb7a,7.462841100038514,0.6186221285946253,NO_ACTION,FRESH_LOW_RISK,25,173450,22.6,0.04,1.71,0
content_4906a791180b,7.4568458660577415,0.7518959647559599,REVIEW_REFRESH,STALE_VISIBLE,104,20279,46.4,0.04,0.0,1
content_6e28a04c07a8,7.456522255744848,0.7016682455881096,REVIEW_REFRESH,STALE_VISIBLE,104,41226,34.3,0.0,0.0,1
content_1ef7e64c10f3,7.452346969125185,0.7681988235520274,NO_ACTION,FRESH_LOW_RISK,20,16334,43.3,0.12,5.34,1
content_39b6f6812582,7.439207718305351,0.724072521869442,REVIEW_TITLE_META,LOW_CTR_OPPORTUNITY,20,28972,41.4,0.0,0.0,1
content_69be0182f4d8,7.438666493278304,0.6890272882692421,NO_ACTION,FRESH_LOW_RISK,20,48819,34.7,0.24,6.09,1
content_64a482194d7a,7.413825124068874,0.7450374056257334,NO_ACTION,FRESH_LOW_RISK,20,20971,35.8,0.06,0.0,1
content_3ff4db0af7c5,7.411489998648285,0.7125695490176907,NO_ACTION,FRESH_LOW_RISK,20,32894,32.0,0.07,6.67,1
content_dcb529347579,7.406983764907424,0.7850935828258118,REVIEW_REFRESH,STALE_VISIBLE,104,12512,1.9,0.07,0.0,1
content_f94c8457d590,7.389545647951046,0.7819245209625239,NO_ACTION,FRESH_LOW_RISK,14,12713,40.4,0.05,4.76,0
content_16dac4871b21,7.38432305501857,0.7249487123106618,NO_ACTION,FRESH_LOW_RISK,20,26528,34.2,0.06,3.57,1
content_6503d6f4332e,7.37140645511696,0.7490444530376368,NO_ACTION,FRESH_LOW_RISK,20,18789,35.1,0.03,0.0,1
content_9762f75ff577,7.352165945386992,0.7150645563121478,REVIEW_REFRESH,STALE_VISIBLE,104,29196,42.8,0.02,1.29,1
content_1e6b4cfb915c,7.339935593739348,0.7124910246003835,NO_ACTION,FRESH_LOW_RISK,20,29785,32.1,0.07,2.27,1
content_07f58a30b883,7.329426223795471,0.6951156208129219,NO_ACTION,FRESH_LOW_RISK,20,37955,23.1,0.08,0.0,1
content_b80d73524f2d,7.3214949697043625,0.6985698965631522,REVIEW_REFRESH,STALE_VISIBLE,104,35620,44.0,0.03,1.69,1
content_7a84a9b5bf05,7.311258826506199,0.7603007483246991,REVIEW_REFRESH,STALE_VISIBLE,104,15006,46.4,0.07,0.0,0
content_42634cb0c5a3,7.307076283516194,0.684629331427182,REVIEW_REFRESH,STALE_VISIBLE_STRIKING,104,43175,18.8,0.02,1.03,1
content_ac1eb519d342,7.306591422813629,0.7411038647738046,REVIEW_REFRESH,STALE_VISIBLE,104,19130,47.6,0.07,0.33,1
content_c22ff7a50d80,7.302470630814207,0.7381276701554907,NO_ACTION,FRESH_LOW_RISK,20,19795,31.2,0.04,0.0,1
content_94ff4ec6b6b5,7.299103996432954,0.7608932292859596,REVIEW_TITLE_META,LOW_CTR_OPPORTUNITY,14,14658,37.5,0.01,6.25,1
content_5883f3faa8e3,7.298594773102302,0.7567911189052964,REVIEW_REFRESH,STALE_VISIBLE,104,15430,44.2,0.03,1.23,1
content_3e184243bea3,7.296478363383821,0.7700511408849787,REVIEW_REFRESH,STALE_VISIBLE,104,13033,3.2,0.05,0.0,1
content_9e4b7cc63012,7.29313378194765,0.7303871987325802,NO_ACTION,FRESH_LOW_RISK,20,21704,35.8,0.17,0.0,1
content_66677b99e328,7.279748301558162,0.7070391327753491,NO_ACTION,FRESH_LOW_RISK,20,29616,30.1,0.17,0.0,1
content_2f63ec48a481,7.2733962981857605,0.7002844410552465,REVIEW_REFRESH,STALE_VISIBLE,104,32413,35.2,0.03,1.05,1
content_bfeab0d95550,7.272019393634719,0.683920308348656,NO_ACTION,FRESH_LOW_RISK,20,41474,23.0,0.14,0.0,1
content_16d67f7f1084,7.267235075752814,0.7368740355062315,REVIEW_TITLE_META,LOW_CTR_OPPORTUNITY,20,19191,31.5,0.01,0.0,1
content_c1fe78bc4e37,7.265929657207161,0.6154431404972203,REVIEW_REFRESH,STALE_VISIBLE,104,134055,7.5,0.03,1.18,1
content_b729dce3adf7,7.264035240417339,0.7591443674844824,NO_ACTION,FRESH_LOW_RISK,20,14309,43.0,0.06,2.38,1
content_8f65a4dbfd0e,7.262188584222404,0.7897868078348356,REVIEW_REFRESH,STALE_VISIBLE,104,9848,1.1,0.05,12.5,1
content_c34317772aab,7.243073346376565,0.7289050982630282,NO_ACTION,FRESH_LOW_RISK,20,20679,33.1,0.04,3.33,1
content_d8a36f6f9744,7.231300112555395,0.6892206200990044,REVIEW_REFRESH,STALE_VISIBLE,104,36025,34.7,0.04,0.0,1
content_6e098546a7a2,7.225495203249313,0.7797569704371555,REVIEW_REFRESH,STALE_VISIBLE,104,10575,1.9,0.13,0.0,1
content_095661034f9b,7.224968072681882,0.7178058550288731,REVIEW_REFRESH,STALE_VISIBLE,104,23513,39.4,0.0,0.0,1
content_453722754fea,7.221597140760991,0.6094190761930567,REVIEW_TITLE_META,LOW_CTR_OPPORTUNITY,20,140079,7.6,0.01,0.0,1
content_a880486984a2,7.2141948251233,0.6974671697610547,NO_ACTION,FRESH_LOW_RISK,20,31051,22.9,0.09,0.0,1
content_3f4422cf50a7,7.211143953925896,0.7261491592628496,REVIEW_REFRESH,STALE_VISIBLE,104,20550,44.1,0.03,2.56,1
content_b7bd590fe572,7.207525654313508,0.7651339466080296,REVIEW_REFRESH,STALE_VISIBLE,104,12331,2.9,0.02,0.0,1
content_75175d878762,7.206350677297238,0.709555285989175,REVIEW_REFRESH,STALE_VISIBLE,104,25748,48.5,0.0,0.0,1
content_f4e210ee0c27,7.2008020781816615,0.7116827843453484,NO_ACTION,FRESH_LOW_RISK,20,24784,1.6,0.06,0.0,1
content_1ec0afdfe5fb,7.198359542226555,0.7395966568252177,REVIEW_REFRESH,STALE_VISIBLE,104,16861,3.6,0.08,0.0,1
content_548f0bf562a9,7.196976679598861,0.7131164534553573,REVIEW_TITLE_META,LOW_CTR_OPPORTUNITY,41,24155,3.2,0.05,0.0,1
content_4c8ea2454a36,7.187415991961799,0.6666848751400223,REVIEW_REFRESH,STALE_VISIBLE,104,48089,38.5,0.05,0.48,1
content_73d19517bd77,7.180773355416861,0.7172114559802949,NO_ACTION,FRESH_LOW_RISK,14,22293,34.1,0.23,0.0,1
content_fb66dd8f4629,7.17989083616507,0.6910665267966983,REVIEW_REFRESH,STALE_VISIBLE,104,32518,56.5,0.09,14.29,1
content_25f7bcf2a206,7.1754193046861285,0.7179848644905822,NO_ACTION,FRESH_LOW_RISK,20,21890,34.4,0.1,0.0,1
content_792d2e64b2e3,7.172510986559674,0.7170737814242629,REVIEW_TITLE_META,LOW_CTR_OPPORTUNITY,20,22080,21.6,0.02,0.0,1
content_906b31c43bf9,7.171072882097398,0.7219374179194367,REVIEW_REFRESH,STALE_VISIBLE,104,20600,38.9,0.02,0.0,1
content_acf71f98ada2,7.165686651318092,0.640963872029213,NO_ACTION,FRESH_LOW_RISK,20,71649,23.1,0.09,0.0,1
content_2953a9dcad77,7.16071564593405,0.7501477299421033,REVIEW_REFRESH,STALE_VISIBLE,104,13984,46.3,0.09,0.0,1
content_014eefb7eeac,7.157521436087925,0.7167332793838773,NO_ACTION,FRESH_LOW_RISK,14,21726,41.6,0.21,2.04,1
content_0022a6b4290f,7.151108457926578,0.694247515119511,NO_ACTION,FRESH_LOW_RISK,20,29747,1.2,0.07,0.0,1
content_b41bccb47ba5,7.150891710402423,0.7487437019533963,REVIEW_REFRESH,STALE_VISIBLE,104,14051,46.1,0.09,0.0,1
content_4ba95f473df2,7.148425159765795,0.7673161366106904,NO_ACTION,FRESH_LOW_RISK,20,11115,46.6,0.08,0.0,1
content_6d7c9e5047f8,7.140094955006635,0.6381513180799194,REVIEW_REFRESH,STALE_VISIBLE,104,72309,39.0,0.06,0.9,1
content_bb0d0d5e8148,7.132090863127362,0.7716287633348018,NO_ACTION,FRESH_LOW_RISK,14,10330,42.6,0.04,0.0,1
content_2149cbc42bc0,7.127796356058216,0.7085089136824526,REVIEW_REFRESH,STALE_VISIBLE,104,23394,41.8,0.03,0.0,1
content_12bb72d718fd,7.122298395501648,0.7628347287544247,REVIEW_REFRESH,STALE_VISIBLE,104,11345,3.4,0.07,0.0,1
content_d75823fc91dc,7.120362366002435,0.6757627410921478,NO_ACTION,FRESH_LOW_RISK,20,37675,30.5,0.24,1.87,1
content_0a08fba69bf3,7.110382609663524,0.6747986097683704,NO_ACTION,FRESH_LOW_RISK,20,37685,31.6,0.21,3.45,1
content_cc6d62e31116,7.1054390632748285,0.7307203894179102,REVIEW_TITLE_META,LOW_CTR_OPPORTUNITY,20,16711,32.8,0.02,0.0,0
content_52062f64233f,7.099869158515396,0.7161291809679643,REVIEW_REFRESH,STALE_VISIBLE,104,20215,40.4,0.02,0.0,1
content_f9f37772c928,7.097827398486109,0.695408750393211,REVIEW_REFRESH,STALE_VISIBLE,104,27083,34.7,0.01,0.74,1
content_b21385c39124,7.097173801085085,0.6863440553204793,REVIEW_REFRESH,STALE_VISIBLE,104,30962,30.7,0.0,1.06,1
content_c2ac8518bb1f,7.094875194597267,0.6778062878458897,REVIEW_REFRESH,VISIBLE_STRIKING,20,35150,18.5,0.24,0.0,1
content_ac7e8dd18108,7.093026540142616,0.701131640415948,REVIEW_REFRESH,STALE_VISIBLE,104,24748,38.7,0.02,1.69,1
content_88bde7b0c0c5,7.0890674130970845,0.7042742747547649,NO_ACTION,FRESH_LOW_RISK,26,23523,24.5,0.04,0.0,1
content_8be100975ca1,7.088401506161268,0.7676936100803486,REVIEW_REFRESH,STALE_VISIBLE,104,10232,2.7,0.11,0.0,1
content_2df930dbde62,7.087668979184616,0.6914907351470911,NO_ACTION,FRESH_LOW_RISK,20,28277,22.8,0.22,0.0,1
content_5daaf566b54c,7.085227020611619,0.6548233715602453,REVIEW_REFRESH,STALE_VISIBLE,104,50013,26.0,0.01,0.0,1
content_148abe09b846,7.085128616306751,0.6788628891816149,NO_ACTION,FRESH_LOW_RISK,20,34089,33.9,0.22,1.3,1
content_4718250efb96,7.082970612673511,0.7105701432829739,NO_ACTION,FRESH_LOW_RISK,20,21332,30.0,0.07,0.0,1
content_ea08be2c1018,7.082664493051838,0.7608176195923544,NO_ACTION,FRESH_LOW_RISK,14,11039,39.3,0.03,0.0,1
content_63cd028a4982,7.078089959745272,0.6747986097683704,NO_ACTION,FRESH_LOW_RISK,20,35924,31.5,0.18,3.23,1
content_134a42023b08,7.074630640935237,0.720630727394234,REVIEW_REFRESH,STALE_VISIBLE,104,18347,4.0,0.08,0.0,1
content_e2a8dcfda805,7.070672051696588,0.7075457293360278,REVIEW_TITLE_META,LOW_CTR_OPPORTUNITY,20,21877,29.0,0.02,25.0,1
content_ea379287633b,7.069712809546517,0.6695101919065651,REVIEW_REFRESH,STALE_VISIBLE,104,38542,33.4,0.05,0.9,1
content_b06905d2acaa,7.063781588333756,0.6712886236600426,REVIEW_REFRESH,STALE_VISIBLE,104,37149,23.5,0.04,1.01,1
content_7158cfbbc450,7.063371578494438,0.5980928271563072,NO_ACTION,FRESH_LOW_RISK,20,134567,24.9,0.06,3.03,0
content_b01a3c1455db,7.060887406743277,0.7055827204679812,NO_ACTION,FRESH_LOW_RISK,20,22184,31.2,0.14,0.0,1
content_8b1eeb87a7c5,7.06018803962189,0.6941258769690927,REVIEW_REFRESH,STALE_VISIBLE,104,26142,35.0,0.01,0.0,1
content_013a5d3dfc26,7.059566656319956,0.6364477515518994,REVIEW_REFRESH,STALE_VISIBLE,104,65652,25.7,0.01,0.0,0
content_fa77fd22fd21,7.057005750459301,0.7277271270909681,NO_ACTION,FRESH_LOW_RISK,20,16273,35.8,0.05,12.5,1
content_f43d175de7d4,7.054133914462806,0.6665554263640115,REVIEW_REFRESH,STALE_VISIBLE,104,39456,28.0,0.04,1.38,1
content_fc7c3c7271cb,7.053618437181617,0.7043757335161981,NO_ACTION,FRESH_LOW_RISK,20,22336,30.4,0.13,0.0,1
content_5c3bd4e1f53d,7.052828905591978,0.7302212795923873,NO_ACTION,FRESH_LOW_RISK,20,15653,34.0,0.04,0.0,1
content_8f39d99dfcfc,7.049768107520761,0.6838889260730245,REVIEW_REFRESH,STALE_VISIBLE,104,29981,34.3,0.05,0.0,1
content_935404160e73,7.047836992751995,0.6819938211660015,REVIEW_REFRESH,STALE_VISIBLE,104,30765,43.0,0.06,0.0,1
content_341b1ecdea85,7.045917443977653,0.6651135947210046,NO_ACTION,FRESH_LOW_RISK,20,39876,24.2,0.08,2.33,1
content_0c7d9d7ff50f,7.038778283358744,0.6822010794835992,NO_ACTION,FRESH_LOW_RISK,20,30264,35.5,0.17,1.3,1
content_5615415da73b,7.0373740640496925,0.6675261870412913,NO_ACTION,FRESH_LOW_RISK,20,37890,25.6,0.09,1.89,1
content_c2cca3b2a2ef,7.034879630876804,0.6896191983109236,REVIEW_REFRESH,STALE_VISIBLE,104,26932,37.0,0.01,0.0,1
content_ddcde052b7d9,7.032125741763108,0.701002390579643,NO_ACTION,FRESH_LOW_RISK,14,22731,33.6,0.22,6.76,1
content_7127e1a7a2de,7.03155434577834,0.7373718241840961,NO_ACTION,FRESH_LOW_RISK,20,13848,37.7,0.06,7.69,1
content_929aa622b6a0,7.027495904596458,0.7529942636872721,REVIEW_REFRESH,STALE_VISIBLE,104,11301,2.4,0.03,0.0,0
content_2eab8676deaf,7.023209507750509,0.7047208221172354,REVIEW_TITLE_META,LOW_CTR_OPPORTUNITY,25,21288,26.4,0.01,0.0,1
content_cbdf5a78dcd0,7.021459620720656,0.7310612730350832,REVIEW_REFRESH,STALE_VISIBLE,104,14830,2.4,0.02,0.0,0
content_c4bbb26dde65,7.020839667743352,0.6467959833954106,REVIEW_REFRESH,STALE_VISIBLE,104,51781,23.6,0.03,1.16,1
content_79bb85959143,7.015738587844763,0.7595031071272597,REVIEW_REFRESH,STALE_VISIBLE,104,10272,3.2,0.11,0.0,1
content_175f2c860c90,7.0156860435387,0.6612952059290638,NO_ACTION,FRESH_LOW_RISK,8,40497,32.0,0.11,1.66,1
content_971e2a5035bc,7.0113474901363615,0.7683851645479449,REVIEW_REFRESH,STALE_VISIBLE,104,9179,3.5,0.01,0.0,1
content_19c233eee601,7.010458396481151,0.7230187920409903,REVIEW_REFRESH,STALE_VISIBLE,104,16253,3.8,0.12,0.0,1
content_ac7a64382e25,7.005616673819994,0.694920760620507,NO_ACTION,FRESH_LOW_RISK,20,23888,24.9,0.06,5.56,1
content_a27e15f618c2,7.00392187126003,0.6860398232588666,NO_ACTION,FRESH_LOW_RISK,20,27151,32.5,0.14,4.65,1
content_4c493cf4be0a,6.988335612085574,0.7710644494445443,REVIEW_REFRESH,STALE_VISIBLE,104,8631,2.5,0.13,0.0,1
content_bf280a7215bb,6.985102728296414,0.7499880483860056,REVIEW_REFRESH,STALE_VISIBLE,104,11087,44.1,0.04,0.0,1
content_ae54c1f1dac8,6.978121869953329,0.6936606232981712,REVIEW_REFRESH,STALE_VISIBLE,104,23384,32.8,0.02,1.59,1
content_cdf436b07716,6.9749475046391884,0.6966224876038778,REVIEW_REFRESH,STALE_VISIBLE,104,22303,39.2,0.03,0.95,1
content_058efde65398,6.972767157144375,0.7127176180924486,REVIEW_REFRESH,STALE_VISIBLE,104,17735,41.1,0.01,1.45,1
content_5f2abb891cc6,6.97152356795431,0.6415515317544324,NO_ACTION,FRESH_LOW_RISK,20,52399,27.8,0.17,6.98,1
content_3cff52783e6b,6.967048739908764,0.6348879849134206,NO_ACTION,FRESH_LOW_RISK,20,58317,27.8,0.24,3.25,1
content_f742d659d8fa,6.965440380960616,0.6817853082713462,REVIEW_REFRESH,STALE_VISIBLE,104,27349,24.0,0.03,0.0,1
content_9aa793d4d895,6.964892962228731,0.7378046993143115,NO_ACTION,FRESH_LOW_RISK,20,12581,36.5,0.09,0.0,1
content_763a8c27d0fd,6.9590635631691,0.6943000573914275,REVIEW_REFRESH,STALE_VISIBLE,104,22541,40.4,0.05,0.17,1
content_f988b4cba4ea,6.9565755029105505,0.7184158971755585,REVIEW_REFRESH,STALE_VISIBLE,104,16045,40.8,0.01,0.0,1
content_15d533608a0b,6.955618183082917,0.6979287253307,REVIEW_REFRESH,STALE_VISIBLE,104,21291,39.5,0.03,1.14,1
content_8f16c82296ab,6.9511731664632865,0.7098142349698088,REVIEW_REFRESH,STALE_VISIBLE,104,17906,43.6,0.03,0.42,1
content_99f585dbaf10,6.93968360228655,0.6235636485304547,NO_ACTION,FRESH_LOW_RISK,20,68122,32.5,0.5,1.52,1
content_218a91854d3e,6.937708244968494,0.725866978450676,NO_ACTION,FRESH_LOW_RISK,20,14154,38.5,0.08,5.26,1
content_42ee5d11534f,6.9355829468786885,0.6713301853498282,REVIEW_REFRESH,STALE_VISIBLE,104,30671,30.0,0.05,0.0,1
content_9de121508040,6.932000472311265,0.6721520191005936,REVIEW_REFRESH,STALE_VISIBLE,104,30125,22.1,0.03,0.0,1
content_58cffeeaa478,6.930163485087814,0.7012728605444538,NO_ACTION,FRESH_LOW_RISK,20,19579,55.1,0.05,0.0,1
content_e828799cd882,6.926507926529969,0.726548810173976,REVIEW_REFRESH,STALE_VISIBLE,104,13813,1.9,0.2,0.0,1
content_805d59143ed3,6.924100348617729,0.7516034540261005,NO_ACTION,FRESH_LOW_RISK,15,10020,43.1,0.04,0.0,1
content_0457ac011a2d,6.921644961131944,0.6609110738039436,REVIEW_REFRESH,STALE_VISIBLE,104,35343,30.4,0.05,1.61,1
content_6f3297163cca,6.919960064470772,0.7176898105172991,NO_ACTION,FRESH_LOW_RISK,20,15397,51.0,0.09,0.0,1
content_14b6d37d9577,6.9180891798056185,0.6916378905085445,NO_ACTION,FRESH_LOW_RISK,20,22080,33.9,0.11,3.85,1
content_f51e9248f467,6.917795181907527,0.6836685258076584,NO_ACTION,FRESH_LOW_RISK,26,24800,20.4,0.04,0.0,1
content_972024c71036,6.917245851701055,0.7332901183000654,NO_ACTION,FRESH_LOW_RISK,20,12495,38.3,0.04,0.87,1
content_9b5943515a13,6.910146976274774,0.649026112488132,NO_ACTION,FRESH_LOW_RISK,20,42063,27.8,0.3,5.15,1
content_5396f1f70ab3,6.905916945613952,0.6359029175172772,REVIEW_REFRESH,STALE_VISIBLE,104,52052,26.0,0.04,0.91,1
content_d49c7fc84373,6.904118697228892,0.6976349773410861,REVIEW_REFRESH,STALE_VISIBLE,104,19859,53.3,0.02,0.0,1
content_82c243436ab7,6.901528824585934,0.7126852909602529,NO_ACTION,FRESH_LOW_RISK,20,16055,28.5,0.03,0.0,1
content_b238a9bdb82c,6.899125889915962,0.7398308314178638,REVIEW_REFRESH,STALE_VISIBLE,104,11217,49.6,0.04,3.98,1
content_37cb46471c30,6.8983428634293364,0.6870512748005756,NO_ACTION,FRESH_LOW_RISK,8,22936,35.4,0.07,0.0,1
content_cbd35a3c45b2,6.8972102276921206,0.6922378976352891,NO_ACTION,FRESH_LOW_RISK,20,21239,21.9,0.08,0.0,1
content_41e96bf2e994,6.893630056469018,0.7368071697560822,REVIEW_REFRESH,STALE_VISIBLE,104,11568,53.3,0.03,6.06,1
content_964dd0100c99,6.892525572343132,0.6488150110788382,NO_ACTION,FRESH_LOW_RISK,20,41078,22.2,0.09,2.22,1
content_e1039a455c32,6.889091470921929,0.6809458706685179,REVIEW_REFRESH,VISIBLE_STRIKING,20,24758,19.6,0.15,0.0,1
content_bbf4348fc02e,6.888323584721062,0.7455525556381539,REVIEW_REFRESH,STALE_VISIBLE,104,10292,45.5,0.03,0.0,1
content_412f4cf7d443,6.886183933776696,0.6729668369480092,REVIEW_REFRESH,VISIBLE_STRIKING,8,27793,18.6,0.01,0.0,0
content_22130da13998,6.875873805405724,0.6997585322148635,NO_ACTION,FRESH_LOW_RISK,20,18509,31.4,0.11,0.0,1
content_5ae19b72b43c,6.8744790115917676,0.6548334796733041,REVIEW_REFRESH,STALE_VISIBLE,104,36244,40.2,0.02,2.13,1
content_275d79b6d436,6.873249939444875,0.706555761337833,NO_ACTION,FRESH_LOW_RISK,20,16777,33.4,0.03,11.11,1
content_de6382d4d794,6.86993642524631,0.6830284959735056,REVIEW_REFRESH,STALE_VISIBLE,104,23342,42.3,0.03,2.13,1
content_8330b826f55b,6.866690079935384,0.6785963062536458,REVIEW_REFRESH,VISIBLE_STRIKING,26,24808,16.5,0.02,0.0,1
content_7713c488c8e8,6.859924105738957,0.7295124223541979,REVIEW_REFRESH,STALE_VISIBLE,104,12129,43.0,0.01,0.0,1
content_9009d5d37434,6.8502455472509,0.6682326542037891,REVIEW_REFRESH,STALE_VISIBLE,104,28318,2.8,0.1,4.63,1
